Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 01/29  13:00:00,1150.09384,101.2470396,542.0263926,0,65.15725541,220.0431645,516.2045218,418.9981054,70.80837451,26.39804182
 01/29  14:00:00,1146.823813,101.2470396,543.8948903,0,65.15725541,212.5458892,486.9864505,403.9429034,56.64669961,26.39684743
 01/29  15:00:00,1155.572959,101.2470396,547.0355154,0,65.15725541,212.5458892,452.3124129,383.4317099,42.48502471,26.39567831
 01/29  16:00:00,1162.727947,101.2470396,544.5863201,0,65.15725541,212.5458892,449.8911653,366.8499519,56.64669961,26.39451379
 01/29  17:00:00,1136.819778,101.2470396,542.5096807,0,65.15725541,220.0431645,471.1421616,359.7738076,84.97004941,26.39830457
 01/29  18:00:00,1094.388265,101.2470396,542.2050274,0,54.02587722,184.3865456,496.1068763,384.8449205,84.97004941,26.29190641
 01/29  19:00:00,1075.306576,101.2470396,538.2053371,0,44.49376632,163.4543149,526.8671814,433.1907324,84.97004941,8.70639956
 01/29  20:00:00,1063.278162,101.2470396,535.599864,0,44.49376632,155.9570395,514.8707199,440.8337522,56.64669961,17.39026817
 01/29  21:00:00,1024.89889,101.2470396,533.5234326,0,44.49376632,124.5586935,541.8738642,476.5206618,56.64669961,8.706502774
 01/29  22:00:00,1020.146319,101.2470396,533.2457268,0,44.49376632,124.5586935,544.9318625,485.0563881,42.48502471,17.39044965
 01/29  23:00:00,1014.984691,101.2470396,531.9065345,0,34.96165543,124.5586935,543.0382079,506.0082591,28.3233498,8.706598981
 01/29  00:00:00,1017.24384,101.2470396,530.0811381,0,34.96165543,124.5586935,546.6563347,515.104034,14.1616749,17.39062585
 01/30  01:00:00,1004.656276,101.2470396,530.307609,0,46.09303362,113.3127805,535.7355835,521.3642616,5.664669961,8.706651861
 01/30  02:00:00,961.8675301,101.2470396,496.9140451,0,46.09303362,113.3127805,555.6568971,532.6015448,5.664669961,17.39068226
 01/30  03:00:00,973.5051432,101.2470396,513.5882001,0,46.09303362,113.3127805,556.8861123,542.5147248,5.664669961,8.706717595
 01/30  04:00:00,923.4602927,101.2470396,462.6785622,0,46.09303362,113.3127805,579.3901711,556.3346789,5.664669961,17.39082227
 01/30  05:00:00,987.265342,101.2470396,452.4843402,0,100.1506573,148.9693994,554.4346092,540.0631339,5.664669961,8.706805274
 01/30  06:00:00,965.9663974,101.2470396,446.1918977,0,100.1506573,149.8943994,986.5948594,955.0400616,14.1616749,17.39312285
 01/30  07:00:00,1172.093796,101.5366532,436.3045937,0,176.4710373,302.6124365,702.6502039,665.6199718,28.3233498,8.706882328
 01/30  08:00:00,1262.486993,101.8454499,418.6773188,0,243.2593065,310.1097119,683.3786515,614.5922795,42.48502471,26.30134736
 01/30  09:00:00,1287.242858,101.9738217,408.817558,0,243.2593065,310.1097119,681.9682492,598.8976743,56.64669961,26.42387538
 01/30  10:00:00,1323.501034,102.0720624,413.018072,0,243.2593065,302.6124365,661.9895918,592.9860615,42.48502471,26.51850567
 01/30  11:00:00,1343.352342,102.1562382,424.2084982,0,243.2593065,310.1097119,677.9363645,571.5748193,70.80837451,35.55317066
 01/30  12:00:00,1362.819196,102.232232,436.3291313,0,243.2593065,310.1097119,678.8464111,563.5302355,70.80837451,44.50780105
 01/30  13:00:00,1321.130387,102.3028701,441.3028912,0,243.2593065,310.1097119,639.3648914,541.9802518,70.80837451,26.57626504
 01/30  14:00:00,1394.517599,102.3648922,469.9248552,0,243.2593065,302.6124365,616.38733,515.2330151,56.64669961,44.50761529
 01/30  15:00:00,1481.510849,102.5933758,529.847992,0,243.2593065,302.6124365,566.8945705,488.8758423,42.48502471,35.5337035
 01/30  16:00:00,1502.975618,103.009078,534.3824289,0,243.2593065,302.6124365,557.8480142,465.7306673,56.64669961,35.47064726
 01/30  17:00:00,1468.256466,103.428037,504.5877348,0,243.2593065,310.1097119,551.9876037,440.5288166,84.97004941,26.4887377
 01/30  18:00:00,1423.426952,103.6603779,464.3945458,0,243.2593065,310.1097119,558.3867425,455.9272482,84.97004941,17.48944486
 01/30  19:00:00,1157.079643,101.2470396,466.4461016,0,166.9389264,199.1109338,539.9556924,437.5489889,84.97004941,17.43665406
 01/30  20:00:00,1127.025882,101.2470396,458.5147474,0,166.9389264,191.6136585,514.1522113,440.0675596,56.64669961,17.4379521
 01/30  21:00:00,1046.137354,101.2470396,465.160793,0,100.1506573,124.5586935,555.9210211,481.8388891,56.64669961,17.43543239
 01/30  22:00:00,1031.141264,101.2470396,456.3600744,0,100.1506573,124.5586935,540.8798322,489.6859771,42.48502471,8.708830383
 01/30  23:00:00,954.4778023,101.2470396,440.2235727,0,46.09303362,124.5586935,556.0970847,510.3836735,28.3233498,17.39006134
 01/30  00:00:00,951.3453066,101.2470396,434.1214415,0,46.09303362,124.5586935,541.6436585,518.7756015,14.1616749,8.70638209
 01/31  01:00:00,896.0907819,101.2470396,411.7549352,0,46.09303362,113.3127805,551.9613519,528.9051117,5.664669961,17.39157026
 01/31  02:00:00,875.375565,101.2470396,396.8047522,0,46.09303362,113.3127805,553.8534731,539.4824091,5.664669961,8.70639401
 01/31  03:00:00,836.0072191,101.2470396,386.05406,0,46.09303362,113.3127805,572.6915079,549.6366368,5.664669961,17.39020109
 01/31  04:00:00,803.0144958,101.2470396,362.2669263,0,46.09303362,113.3127805,577.4783576,563.1072289,5.664669961,8.706458768
 01/31  05:00:00,884.4606764,101.2470396,347.7799481,0,100.1506573,148.9693994,572.2707326,549.2157373,5.664669961,17.3903253
 01/31  06:00:00,876.3491472,101.4453923,345.0075164,0,100.1506573,149.8943994,912.641925,889.7737143,14.1616749,8.706535819
 01/31  07:00:00,1104.326145,102.1638951,344.0995489,0,176.4710373,302.6124365,701.3192168,655.6039624,28.3233498,17.39190456
 01/31  08:00:00,1220.337804,102.4020007,343.9067975,0,243.2593065,310.1097119,675.068994,615.0426943,42.48502471,17.54127505
 01/31  09:00:00,1289.719923,102.6837268,362.6386515,0,243.2593065,310.1097119,664.9163602,581.8468878,56.64669961,26.42277278
 01/31  10:00:00,1369.057728,103.1143553,402.3603261,0,243.2593065,302.6124365,637.7700961,559.9323579,42.48502471,35.35271354
 01/31  11:00:00,1410.023015,103.6027906,437.5059658,0,243.2593065,310.1097119,638.9741067,532.6295228,70.80837451,35.5362094
 01/31  12:00:00,1439.157016,104.1951376,470.438733,0,243.2593065,310.1097119,617.968879,511.555354,70.80837451,35.60515049
 01/31  13:00:00,1433.478721,104.7810117,502.99583,0,243.2593065,310.1097119,596.2819656,490.0425816,70.80837451,35.43100953
 01/31  14:00:00,1492.577321,105.3544666,524.635897,0,243.2593065,302.6124365,557.4976993,465.2454297,56.64669961,35.60556999
 01/31  15:00:00,1511.310579,105.8911123,528.356475,0,243.2593065,302.6124365,511.6046413,433.5720311,42.48502471,35.54758548
 01/31  16:00:00,1522.172754,106.358369,529.2421783,0,243.2593065,302.6124365,493.4509509,401.321115,56.64669961,35.48313632
 01/31  17:00:00,1531.282771,106.6670419,528.4333465,0,243.2593065,310.1097119,499.5757053,388.1246729,84.97004941,26.4809829
 01/31  18:00:00,1532.431443,107.0238201,526.7904121,0,243.2593065,310.1097119,511.1711538,399.9724255,84.97004941,26.22867892
 01/31  19:00:00,1271.615823,101.2470396,526.2222083,0,166.9389264,199.1109338,495.7489889,402.0521957,84.97004941,8.726743803
 01/31  20:00:00,1198.519075,101.2470396,472.4650791,0,166.9389264,191.6136585,481.8593613,407.7748591,56.64669961,17.43780251
 01/31  21:00:00,1041.859483,101.2470396,453.7890976,0,100.1506573,124.5586935,524.6163689,450.5326817,56.64669961,17.43698762
 01/31  22:00:00,1008.831268,101.2470396,468.9804685,0,100.1506573,124.5586935,517.5741855,457.692316,42.48502471,17.39684477
 01/31  23:00:00,962.2181425,101.2470396,492.8923785,0,46.09303362,124.5586935,513.261633,476.2323618,28.3233498,8.705921454
 01/31  00:00:00,992.8396442,101.2470396,527.9901892,0,46.09303362,124.5586935,514.6649869,483.1113708,14.1616749,17.39194113
 02/01  01:00:00,942.5728978,101.2470396,547.1711206,0,46.09303362,113.3127805,500.9263035,486.5556936,5.664669961,8.70593999
 02/01  02:00:00,961.4518166,101.2470396,574.08072,0,46.09303362,113.3127805,515.9107181,492.8566634,5.664669961,17.38938473
 02/01  03:00:00,973.1692447,101.2470396,584.5422752,0,46.09303362,113.3127805,511.947163,497.576529,5.664669961,8.705964073
 02/01  04:00:00,980.9739254,101.2470396,590.6467884,0,46.09303362,113.3127805,525.1613894,502.1075804,5.664669961,17.38913906
 02/01  05:00:00,1075.517407,101.2470396,594.3696013,0,100.1506573,148.9693994,500.5155077,486.1448214,5.664669961,8.706016391
 02/01  06:00:00,1077.281632,101.6756222,594.5367465,0,100.1506573,149.8943994,790.8623145,759.3086421,14.1616749,17.3919975
 02/01  07:00:00,1307.406778,102.3747375,594.7215915,0,176.4710373,302.6124365,595.57271,558.5432822,28.3233498,8.706077968
 02/01  08:00:00,1420.453507,103.5506137,594.8951185,0,243.2593065,310.1097119,586.8963817,518.108934,42.48502471,26.30242305
 02/01  09:00:00,1459.729437,104.4820126,595.0675343,0,243.2593065,310.1097119,571.3672114,488.2941684,56.64669961,26.42634339
 02/01  10:00:00,1477.374675,105.341055,576.8273805,0,243.2593065,302.6124365,527.9814379,458.9750617,42.48502471,26.52135149
 02/01  11:00:00,1470.419114,106.0844779,560.8414122,0,243.2593065,310.1097119,536.2243448,429.8679072,70.80837451,35.5480631
 02/01  12:00:00,1478.468509,106.7010616,568.3553288,0,243.2593065,310.1097119,527.8185246,412.496064,70.80837451,44.51408608
 02/01  13:00:00,1422.688475,107.2316642,553.873259,0,243.2593065,310.1097119,492.127732,394.7371765,70.80837451,26.58218103
 02/01  14:00:00,1442.568959,108.0166764,539.0385804,0,243.2593065,302.6124365,472.7106441,371.5494299,56.64669961,44.51451454
 02/01  15:00:00,1435.544969,109.0507924,530.473721,0,243.2593065,302.6124365,425.2373003,347.2240036,42.48502471,35.52827197
 02/01  16:00:00,1434.29784,109.9484915,528.2076426,0,243.2593065,302.6124365,424.7712657,332.8683397,56.64669961,35.25622643
 02/01  17:00:00,1440.951674,110.5010776,527.7629101,0,243.2593065,310.1097119,443.8589668,332.196519,84.97004941,26.69239846
 02/01  18:00:00,1451.741381,110.8722642,534.8225411,0,243.2593065,310.1097119,439.601532,337.1367129,84.97004941,17.49476962
 02/01  19:00:00,1208.930211,101.2470396,556.0096601,0,166.9389264,199.1109338,446.882864,344.4746432,84.97004941,17.43817133
 02/01  20:00:00,1219.242907,101.2470396,573.4507498,0,166.9389264,191.6136585,424.3700144,350.2878112,56.64669961,17.43550357
 02/01  21:00:00,1093.841485,101.2470396,582.5671431,0,100.1506573,124.5586935,456.3037424,390.930198,56.64669961,8.726844764
 02/01  22:00:00,1061.937438,101.2470396,590.5491209,0,100.1506573,124.5586935,460.9031713,401.0213441,42.48502471,17.39680243
 02/01  23:00:00,1002.640001,101.2470396,599.6338245,0,46.09303362,124.5586935,468.686295,423.4203742,28.3233498,16.942571
 02/01  00:00:00,1001.943722,101.2470396,598.4328141,0,46.09303362,124.5586935,456.1127466,432.7985109,14.1616749,9.15256077
 02/02  01:00:00,988.6980548,101.2470396,597.5210177,0,46.09303362,113.3127805,465.2849689,442.230053,5.664669961,17.39024591
 02/02  02:00:00,987.1264052,101.2470396,596.3419225,0,46.09303362,113.3127805,466.1532889,451.7835425,5.664669961,8.705076449
 02/02  03:00:00,984.9163095,101.2470396,594.6733247,0,46.09303362,113.3127805,483.3309128,460.2759883,5.664669961,17.39025453
 02/02  04:00:00,981.3270284,101.2470396,592.3041051,0,46.09303362,113.3127805,483.0916159,468.7218406,5.664669961,8.705105346
 02/02  05:00:00,1068.42405,101.2470396,589.6490361,0,100.1506573,148.9693994,478.6001373,455.5451463,5.664669961,17.3903211
 02/02  06:00:00,1066.541049,101.7509174,587.0235825,0,100.1506573,149.8943994,693.2642638,670.3974393,14.1616749,8.705149595
 02/02  07:00:00,1293.81332,103.2743837,584.1249376,0,176.4710373,302.6124365,554.488407,508.7746485,28.3233498,17.39040874
 02/02  08:00:00,1407.962184,105.1156545,584.4221979,0,243.2593065,310.1097119,528.8629277,468.8352488,42.48502471,17.54265423
 02/02  09:00:00,1448.698534,106.1268729,585.8581968,0,243.2593065,310.1097119,519.9393698,436.8694457,56.64669961,26.42322446
 02/02  10:00:00,1487.073698,106.9012929,587.6150757,0,243.2593065,302.6124365,493.6793385,415.8478782,42.48502471,35.34643557
 02/02  11:00:00,1487.877718,107.6190342,578.5454399,0,243.2593065,310.1097119,498.1171327,391.7797398,70.80837451,35.52901831
 02/02  12:00:00,1466.673189,108.2662643,554.1708807,0,243.2593065,310.1097119,481.5851199,375.1799464,70.80837451,35.59679899
 02/02  13:00:00,1408.645331,109.1847369,535.6914705,0,243.2593065,310.1097119,465.9486381,359.7164167,70.80837451,35.4238469
 02/02  14:00:00,1432.586422,110.4366865,524.515734,0,243.2593065,302.6124365,428.1560813,335.9122403,56.64669961,35.5971414
 02/02  15:00:00,1426.090217,111.658334,516.7083777,0,243.2593065,302.6124365,389.3281998,311.304026,42.48502471,35.5391491
 02/02  16:00:00,1426.527151,112.5372474,516.5751169,0,243.2593065,302.6124365,390.5650785,298.4431133,56.64669961,35.47526565
 02/02  17:00:00,1439.488033,113.1818362,523.0374568,0,243.2593065,310.1097119,404.472926,293.0215927,84.97004941,26.48128382
 02/02  18:00:00,1452.516423,113.1557779,533.2922091,0,243.2593065,310.1097119,408.0295276,305.5676975,84.97004941,17.49178066
 02/02  19:00:00,1216.729345,101.2470396,564.8743883,0,166.9389264,199.1109338,424.491295,322.0835254,84.97004941,17.43772017
 02/02  20:00:00,1231.390658,101.2470396,587.4239894,0,166.9389264,191.6136585,404.2215093,330.1404947,56.64669961,17.43431493
 02/02  21:00:00,1106.08231,101.2470396,596.6517923,0,100.1506573,124.5586935,446.6134989,372.5287569,56.64669961,17.43804235
 02/02  22:00:00,1063.709523,101.2470396,594.2442062,0,100.1506573,124.5586935,434.6290827,383.4366121,42.48502471,8.707445877
 02/02  23:00:00,992.9539824,101.2470396,591.5917851,0,46.09303362,124.5586935,451.5112123,405.7984932,28.3233498,17.38936938
 02/02  00:00:00,990.7825177,101.2470396,589.2956854,0,46.09303362,124.5586935,441.419556,418.5528778,14.1616749,8.705003245
 02/03  01:00:00,973.8915374,101.2470396,585.5440159,0,46.09303362,113.3127805,452.5537518,429.4989163,5.664669961,17.39016559
 02/03  02:00:00,970.6336262,101.2470396,583.0939202,0,46.09303362,113.3127805,454.749388,440.3797709,5.664669961,8.704947111
 02/03  03:00:00,968.7656277,101.2470396,581.5644935,0,46.09303362,113.3127805,472.9395103,449.8848538,5.664669961,17.38998652
 02/03  04:00:00,966.9174516,101.2470396,580.0873177,0,46.09303362,113.3127805,474.2422266,459.8725948,5.664669961,8.704961848
 02/03  05:00:00,1045.541614,101.2470396,566.7411417,0,100.1506573,148.9693994,472.1730166,449.1183259,5.664669961,17.39002075
 02/03  06:00:00,980.4186216,101.7936285,501.3921697,0,100.1506573,149.8943994,669.4837447,646.6170778,14.1616749,8.704991948
 02/03  07:00:00,1206.689711,104.0021125,497.7982362,0,176.4710373,302.6124365,540.156597,494.4430517,28.3233498,17.39019552
 02/03  08:00:00,1332.858882,105.8160609,511.3901329,0,243.2593065,310.1097119,518.3000195,458.2765275,42.48502471,17.53846728
 02/03  09:00:00,1429.355187,106.8343081,568.2901347,0,243.2593065,310.1097119,512.3324135,429.2609334,56.64669961,26.42478041
 02/03  10:00:00,1473.543552,107.5611478,576.3632089,0,243.2593065,302.6124365,487.7005125,409.8600813,42.48502471,35.35540649
 02/03  11:00:00,1487.732558,108.2390729,581.1666568,0,243.2593065,310.1097119,493.2815734,386.9353018,70.80837451,35.53789708
 02/03  12:00:00,1487.770599,108.8959539,578.015335,0,243.2593065,310.1097119,477.3874122,370.9719511,70.80837451,35.60708658
 02/03  13:00:00,1427.317523,109.8020733,557.0675301,0,243.2593065,310.1097119,464.2533646,358.0127223,70.80837451,35.43226779
 02/03  14:00:00,1442.404143,111.0177022,534.3482524,0,243.2593065,302.6124365,430.1796543,337.9262903,56.64669961,35.6066644
 02/03  15:00:00,1442.581481,112.2324013,515.9180648,0,243.2593065,302.6124365,392.0527135,314.0192163,42.48502471,35.54847251
 02/03  16:00:00,1454.336883,113.2232018,507.7478465,0,243.2593065,302.6124365,388.9675258,296.8372894,56.64669961,35.4835368
 02/03  17:00:00,1464.633675,113.8485089,507.3356345,0,243.2593065,310.1097119,411.4757641,291.2063747,84.97004941,35.29933998
 02/03  18:00:00,1469.453092,113.7663205,518.9416365,0,243.2593065,310.1097119,406.4433453,303.9837588,84.97004941,17.48953711
 02/03  19:00:00,1232.106711,101.2470396,553.2238193,0,166.9389264,199.1109338,424.3806196,321.97713,84.97004941,17.43344024
 02/03  20:00:00,1239.305235,101.2470396,572.3898159,0,166.9389264,191.6136585,394.2175641,328.8420236,56.64669961,8.728840839
 02/03  21:00:00,1100.666472,101.2470396,578.4716709,0,100.1506573,124.5586935,444.4042273,370.3217016,56.64669961,17.43582611
 02/03  22:00:00,1056.404033,101.2470396,577.2607607,0,100.1506573,124.5586935,440.9089547,381.029271,42.48502471,17.39465894
 02/03  23:00:00,1016.452091,101.2470396,572.4774425,0,46.09303362,124.5586935,440.9001295,403.8706126,28.3233498,8.706167072
 02/03  00:00:00,1022.378219,101.2470396,562.8407923,0,46.09303362,124.5586935,447.3940154,415.8426309,14.1616749,17.3897096
 02/04  01:00:00,1005.209726,101.2470396,559.0294037,0,46.09303362,113.3127805,437.9893444,423.6185497,5.664669961,8.706124678
 02/04  02:00:00,971.3613329,101.2470396,563.898988,0,46.09303362,113.3127805,453.9633178,430.9090914,5.664669961,17.3895564
 02/04  03:00:00,967.3534049,101.2470396,570.1037184,0,46.09303362,113.3127805,457.164267,442.7935075,5.664669961,8.706089557
 02/04  04:00:00,966.8300937,101.2470396,568.7527018,0,46.09303362,113.3127805,474.5512659,451.497066,5.664669961,17.38952989
 02/04  05:00:00,971.157608,101.2470396,567.300759,0,55.62514452,113.3127805,463.3654729,448.9947172,5.664669961,8.706085745
 02/04  06:00:00,970.281766,101.2470396,564.4479062,0,55.62514452,113.3127805,487.8310747,456.2798743,14.1616749,17.38952549
 02/04  07:00:00,987.515201,101.2470396,517.0977038,0,65.15725541,176.8892702,442.2179008,405.1884669,28.3233498,8.706084086
 02/04  08:00:00,1063.845144,101.5768118,485.8674179,0,109.6827682,220.9681645,658.8069296,598.9315505,42.48502471,17.39035435
 02/04  09:00:00,1125.692715,101.5714927,541.2105827,0,109.6827682,220.9681645,606.0800331,531.9622454,56.64669961,17.47108807
 02/04  10:00:00,1258.424943,102.545416,564.1989209,0,131.9455246,266.9558176,545.8581457,485.8256817,42.48502471,17.54743928
 02/04  11:00:00,1273.147248,102.8829706,569.4115054,0,131.9455246,274.4530929,562.6365909,465.4099385,70.80837451,26.41827787
 02/04  12:00:00,1282.245106,102.8422218,572.7398037,0,131.9455246,274.4530929,558.5273792,461.3000342,70.80837451,26.41897052
 02/04  13:00:00,1250.308447,102.7927684,574.0528556,0,131.9455246,274.4530929,552.6337925,455.4110653,70.80837451,26.41435272
 02/04  14:00:00,1242.37897,103.0010348,576.098189,0,131.9455246,266.9558176,525.9890327,442.9275504,56.64669961,26.41478271
 02/04  15:00:00,1246.607385,103.4264205,579.2742144,0,131.9455246,266.9558176,482.4124341,413.51313,42.48502471,26.41427945
 02/04  16:00:00,1172.061387,101.2470396,581.9020169,0,109.6827682,212.5458892,405.9674901,322.9055917,56.64669961,26.41519878
 02/04  17:00:00,1182.372577,101.2470396,580.8716896,0,109.6827682,220.0431645,436.4178321,325.0328075,84.97004941,26.41497519
 02/04  18:00:00,1138.665487,101.2470396,579.434436,0,109.6827682,220.0431645,453.0043835,341.7372636,84.97004941,26.29707041
 02/04  19:00:00,1107.096949,101.2470396,577.4053047,0,100.1506573,199.1109338,476.5035348,382.8280124,84.97004941,8.705472929
 02/04  20:00:00,1098.775225,101.2470396,575.6625481,0,100.1506573,191.6136585,462.400025,388.3623526,56.64669961,17.39097284
 02/04  21:00:00,985.8893801,101.2470396,573.3229139,0,55.62514452,124.5586935,497.9540271,432.6018565,56.64669961,8.705471
 02/04  22:00:00,981.4922929,101.2470396,572.4783925,0,55.62514452,124.5586935,502.7010349,442.825042,42.48502471,17.39096823
 02/04  23:00:00,969.2188924,101.2470396,571.6024897,0,46.09303362,124.5586935,502.7898846,465.7610752,28.3233498,8.705459605
 02/04  00:00:00,903.824276,101.2470396,506.3320371,0,46.09303362,124.5586935,509.2356082,477.6829746,14.1616749,17.39095873
 02/05  01:00:00,836.0387402,101.2470396,462.8394303,0,34.96165543,113.3127805,502.943365,488.5732883,5.664669961,8.70540681
 02/05  02:00:00,847.5959904,101.2470396,474.0050006,0,34.96165543,113.3127805,520.993583,497.9381568,5.664669961,17.39075622
 02/05  03:00:00,850.7427428,101.2470396,473.5576553,0,34.96165543,113.3127805,521.5331556,507.1631521,5.664669961,8.705333547
 02/05  04:00:00,844.997978,101.2470396,464.0951709,0,34.96165543,113.3127805,540.5518653,517.4965116,5.664669961,17.3906838
 02/05  05:00:00,844.5577691,101.2470396,451.9524083,0,44.49376632,113.3127805,530.7451944,516.3752173,5.664669961,8.705307159
 02/05  06:00:00,839.687625,101.2470396,445.4960288,0,44.49376632,113.3127805,556.2533204,524.701008,14.1616749,17.39063751
 02/05  07:00:00,903.1728609,101.2470396,438.0392371,0,54.02587722,176.8892702,508.022027,470.9933931,28.3233498,8.705284071
 02/05  08:00:00,894.1029612,101.2470396,433.0932984,0,54.02587722,184.3865456,526.6541446,466.7785267,42.48502471,17.39059315
 02/05  09:00:00,1002.186066,101.2470396,465.3181371,0,65.15725541,220.0431645,510.9260082,436.8163218,56.64669961,17.46298678
 02/05  10:00:00,1049.506194,101.2470396,527.9386986,0,65.15725541,212.5458892,480.8211525,420.8075439,42.48502471,17.52858394
 02/05  11:00:00,1093.023089,101.2470396,562.1755206,0,65.15725541,220.0431645,509.2932969,412.0922902,70.80837451,26.39263221
 02/05  12:00:00,1101.543152,101.2470396,567.2627635,0,65.15725541,220.0431645,498.9363538,401.7368917,70.80837451,26.39108765
 02/05  13:00:00,1109.92006,101.2470396,573.9306335,0,65.15725541,220.0431645,486.5415523,389.3387123,70.80837451,26.39446554
 02/05  14:00:00,1109.855493,101.2470396,578.4656759,0,65.15725541,212.5458892,454.7447422,371.7051329,56.64669961,26.39290971
 02/05  15:00:00,1121.615149,101.2470396,575.1866143,0,65.15725541,212.5458892,420.6222642,351.7458079,42.48502471,26.3914316
 02/05  16:00:00,1122.593955,101.2470396,567.2823783,0,65.15725541,212.5458892,419.4687475,336.4281092,56.64669961,26.39393873
 02/05  17:00:00,1111.905329,101.2470396,564.3505918,0,65.15725541,220.0431645,441.8728192,330.5093216,84.97004941,26.39344821
 02/05  18:00:00,1075.027416,101.2470396,563.7714364,0,54.02587722,184.3865456,449.6361137,347.1354696,84.97004941,17.5305947
 02/05  19:00:00,1055.818638,101.2470396,567.478527,0,44.49376632,163.4543149,500.5964192,398.2348695,84.97004941,17.39150032
 02/05  20:00:00,1043.441989,101.2470396,562.7509893,0,44.49376632,155.9570395,471.9908519,406.6397366,56.64669961,8.704415687
 02/05  21:00:00,1012.074336,101.2470396,557.6275124,0,44.49376632,124.5586935,517.4867115,443.4485829,56.64669961,17.391429
 02/05  22:00:00,1010.495504,101.2470396,553.6661241,0,44.49376632,124.5586935,502.2801826,451.0907662,42.48502471,8.704391673
 02/05  23:00:00,997.8634616,101.2470396,551.348045,0,34.96165543,124.5586935,517.6880692,471.9733383,28.3233498,17.39138107
 02/05  00:00:00,989.2854958,101.2470396,548.4842988,0,34.96165543,124.5586935,508.6788303,485.8127845,14.1616749,8.704370953
 02/06  01:00:00,991.3191251,101.2470396,545.0638744,0,46.09303362,113.3127805,519.038866,495.9829943,5.664669961,17.39120174
 02/06  02:00:00,941.1334786,101.2470396,501.7021347,0,46.09303362,113.3127805,521.6234351,507.2545231,5.664669961,8.704242119
 02/06  03:00:00,892.7859037,101.2470396,467.6795909,0,46.09303362,113.3127805,542.2071599,519.1514642,5.664669961,17.39102577
 02/06  04:00:00,903.9728952,101.2470396,482.947176,0,46.09303362,113.3127805,545.1927635,530.8239035,5.664669961,8.704190001
 02/06  05:00:00,1002.579126,101.2470396,490.6457884,0,100.1506573,148.9693994,534.3516213,511.2970172,5.664669961,17.38993414
 02/06  06:00:00,1008.893203,101.2470396,493.6981489,0,100.1506573,149.8943994,929.6483793,906.7825536,14.1616749,8.704150855
 02/06  07:00:00,1236.507243,101.5266157,494.5134698,0,176.4710373,302.6124365,674.2039968,628.4896871,28.3233498,17.39095985
 02/06  08:00:00,1348.745656,101.837151,494.9685266,0,243.2593065,310.1097119,637.4696871,577.4440615,42.48502471,17.54060086
 02/06  09:00:00,1418.268791,101.9677466,527.8844826,0,243.2593065,310.1097119,633.7340523,550.6665549,56.64669961,26.42079778
 02/06  10:00:00,1472.354232,102.0665543,546.5179616,0,243.2593065,302.6124365,609.415339,531.5812086,42.48502471,35.34910569
 02/06  11:00:00,1483.298201,102.2739739,557.0967374,0,243.2593065,310.1097119,604.9865549,498.6473381,70.80837451,35.53084229
 02/06  12:00:00,1501.277951,102.7685269,566.04532,0,243.2593065,310.1097119,580.7638262,474.3565506,70.80837451,35.59890109
 02/06  13:00:00,1470.72092,103.0946868,565.4929814,0,243.2593065,310.1097119,566.2366706,460.0032611,70.80837451,35.42503493
 02/06  14:00:00,1508.343214,103.3014981,566.7004377,0,243.2593065,302.6124365,542.0030892,449.7584518,56.64669961,35.59793783
 02/06  15:00:00,1507.042048,103.5783304,563.6129317,0,243.2593065,302.6124365,523.3721348,445.3474938,42.48502471,35.53961629
 02/06  16:00:00,1504.164246,104.0259439,558.6321238,0,243.2593065,302.6124365,526.2757261,434.1539794,56.64669961,35.47504709
 02/06  17:00:00,1510.61794,104.3852141,552.7627841,0,243.2593065,310.1097119,541.3360061,429.8903204,84.97004941,26.47563625
 02/06  18:00:00,1513.452862,104.686377,546.6196979,0,243.2593065,310.1097119,544.0447652,432.8488989,84.97004941,26.2258169
 02/06  19:00:00,1259.677568,101.2470396,542.1277279,0,166.9389264,199.1109338,503.3730939,409.6745776,84.97004941,8.728466916
 02/06  20:00:00,1258.593974,101.2470396,537.503793,0,166.9389264,191.6136585,490.3239242,416.2423977,56.64669961,17.43482688
 02/06  21:00:00,1122.437799,101.2470396,531.414579,0,100.1506573,124.5586935,534.3289201,460.2450964,56.64669961,17.43712412
 02/06  22:00:00,1036.690055,101.2470396,489.120917,0,100.1506573,124.5586935,521.4238714,470.2311662,42.48502471,8.707680477
 02/06  23:00:00,967.3928313,101.2470396,472.1391884,0,46.09303362,124.5586935,538.8073786,493.0935243,28.3233498,17.39050447
 02/06  00:00:00,973.5858378,101.2470396,465.6007353,0,46.09303362,124.5586935,526.2788374,503.4119498,14.1616749,8.705212656
 02/07  01:00:00,909.2169698,101.2470396,429.6380102,0,46.09303362,113.3127805,537.3067806,514.2516846,5.664669961,17.39042607
 02/07  02:00:00,887.6799979,101.2470396,404.3138351,0,46.09303362,113.3127805,540.0832054,525.7134817,5.664669961,8.705053742
 02/07  03:00:00,885.4499004,101.2470396,396.6868858,0,46.09303362,113.3127805,556.5407228,533.4859829,5.664669961,17.3900699
